time	V(N003,N002)	V(n001)	V(n003)	I(R1)
4.916716057142191e-001	-2.066844e+000	7.629486e-002	-2.000000e+000	-4.725447e-004
4.922430342856476e-001	-2.067663e+000	7.531570e-002	-2.000000e+000	-3.826450e-004
4.928144628570763e-001	-2.068310e+000	7.418846e-002	-2.000000e+000	-2.939167e-004
4.933858914285048e-001	-2.068786e+000	7.291313e-002	-2.000000e+000	-2.063600e-004
4.939573199999334e-001	-2.069090e+000	7.148971e-002	-2.000000e+000	-1.199747e-004
4.943573199999334e-001	-2.069211e+000	7.042760e-002	-2.000000e+000	-6.084242e-005
4.947573199999334e-001	-2.069253e+000	6.930546e-002	-2.000000e+000	-2.620280e-006
4.951573199999335e-001	-2.069218e+000	6.812553e-002	-2.000000e+000	5.464261e-005
4.955573199999335e-001	-2.069108e+000	6.689004e-002	-2.000000e+000	1.108990e-004
4.959573199999335e-001	-2.068923e+000	6.560127e-002	-2.000000e+000	1.661036e-004
4.963573199999335e-001	-2.068666e+000	6.426154e-002	-2.000000e+000	2.202130e-004
4.971573199999335e-001	-2.067938e+000	6.143846e-002	-2.000000e+000	3.249818e-004
4.979573199999335e-001	-2.066937e+000	5.843949e-002	-2.000000e+000	4.248968e-004
4.987573199999336e-001	-2.065677e+000	5.528350e-002	-2.000000e+000	5.196806e-004
4.999573199999336e-001	-2.063331e+000	5.029653e-002	-2.000000e+000	6.517058e-004
5.011573199999335e-001	-2.060481e+000	4.506262e-002	-2.000000e+000	7.709428e-004
5.023573199999334e-001	-2.057182e+000	3.964480e-002	-2.000000e+000	8.768532e-004
5.035573199999333e-001	-2.053486e+000	3.410484e-002	-2.000000e+000	9.690550e-004
5.047573199999331e-001	-2.049449e+000	2.850269e-002	-2.000000e+000	1.047318e-003
5.059573199999330e-001	-2.045127e+000	2.289595e-002	-2.000000e+000	1.111559e-003
5.071573199999329e-001	-2.040576e+000	1.733950e-002	-2.000000e+000	1.161837e-003
5.083573199999327e-001	-2.035852e+000	1.188502e-002	-2.000000e+000	1.198341e-003
5.095573199999326e-001	-2.031008e+000	6.580693e-003	-2.000000e+000	1.221388e-003
5.103573199999325e-001	-2.027740e+000	3.149966e-003	-2.000000e+000	1.229485e-003
5.111573199999324e-001	-2.024457e+000	-1.820723e-004	-2.000000e+000	1.231945e-003
5.119573199999323e-001	-2.021175e+000	-3.404100e-003	-2.000000e+000	1.228943e-003
5.127573199999322e-001	-2.017908e+000	-6.505647e-003	-2.000000e+000	1.220670e-003
5.135573199999322e-001	-2.014670e+000	-9.477111e-003	-2.000000e+000	1.207334e-003
5.147573199999320e-001	-2.009895e+000	-1.367157e-002	-2.000000e+000	1.178335e-003
5.159573199999319e-001	-2.005257e+000	-1.752829e-002	-2.000000e+000	1.139268e-003
5.167573199999318e-001	-2.002260e+000	-1.990118e-002	-2.000000e+000	1.108058e-003
5.175573199999317e-001	-1.999351e+000	-2.210935e-002	-2.000000e+000	1.073030e-003
5.183573199999316e-001	-1.996541e+000	-2.414855e-002	-2.000000e+000	1.034462e-003
5.191573199999315e-001	-1.993837e+000	-2.601541e-002	-2.000000e+000	9.926390e-004
5.199573199999314e-001	-1.991250e+000	-2.770742e-002	-2.000000e+000	9.478501e-004
5.211573199999313e-001	-1.987601e+000	-2.991419e-002	-2.000000e+000	8.757469e-004
5.223573199999312e-001	-1.984251e+000	-3.172185e-002	-2.000000e+000	7.986259e-004
5.235573199999311e-001	-1.981217e+000	-3.313226e-002	-2.000000e+000	7.174832e-004
5.247573199999309e-001	-1.978515e+000	-3.415104e-002	-2.000000e+000	6.333056e-004
5.259573199999308e-001	-1.976154e+000	-3.478736e-002	-2.000000e+000	5.470613e-004
5.271573199999307e-001	-1.974140e+000	-3.505367e-002	-2.000000e+000	4.596916e-004
5.283573199999305e-001	-1.972477e+000	-3.496541e-002	-2.000000e+000	3.721027e-004
5.289858914285018e-001	-1.971748e+000	-3.477549e-002	-2.000000e+000	3.261557e-004
5.296144628570733e-001	-1.971111e+000	-3.450416e-002	-2.000000e+000	2.807810e-004
5.302430342856446e-001	-1.970568e+000	-3.415141e-002	-2.000000e+000	2.359786e-004
5.308716057142160e-001	-1.970118e+000	-3.371724e-002	-2.000000e+000	1.917485e-004
5.315001771427873e-001	-1.969760e+000	-3.320166e-002	-2.000000e+000	1.480907e-004
5.321287485713587e-001	-1.969495e+000	-3.260466e-002	-2.000000e+000	1.050052e-004
5.327573199999300e-001	-1.969324e+000	-3.192625e-002	-2.000000e+000	6.249194e-005
5.331573199999300e-001	-1.969258e+000	-3.146371e-002	-2.000000e+000	3.607942e-005
5.335573199999300e-001	-1.969227e+000	-3.097416e-002	-2.000000e+000	1.006362e-005
5.339573199999299e-001	-1.969231e+000	-3.045857e-002	-2.000000e+000	-1.553335e-005
5.343573199999299e-001	-1.969268e+000	-2.991795e-002	-2.000000e+000	-4.069021e-005
5.347573199999298e-001	-1.969339e+000	-2.935331e-002	-2.000000e+000	-6.538653e-005
5.351573199999298e-001	-1.969442e+000	-2.876566e-002	-2.000000e+000	-8.960270e-005
5.359573199999297e-001	-1.969744e+000	-2.752546e-002	-2.000000e+000	-1.365205e-004
5.367573199999296e-001	-1.970168e+000	-2.620566e-002	-2.000000e+000	-1.813040e-004
5.375573199999295e-001	-1.970709e+000	-2.481462e-002	-2.000000e+000	-2.238276e-004
5.387573199999294e-001	-1.971724e+000	-2.261292e-002	-2.000000e+000	-2.831349e-004
5.399573199999292e-001	-1.972966e+000	-2.029822e-002	-2.000000e+000	-3.367914e-004
5.411573199999291e-001	-1.974410e+000	-1.789860e-002	-2.000000e+000	-3.845497e-004
5.423573199999290e-001	-1.976034e+000	-1.544157e-002	-2.000000e+000	-4.262320e-004
5.435573199999289e-001	-1.977812e+000	-1.295388e-002	-2.000000e+000	-4.617285e-004
5.447573199999287e-001	-1.979719e+000	-1.046126e-002	-2.000000e+000	-4.909948e-004
5.459573199999286e-001	-1.981731e+000	-7.988241e-003	-2.000000e+000	-5.140495e-004
5.471573199999285e-001	-1.983823e+000	-5.557969e-003	-2.000000e+000	-5.309710e-004
5.480144628570712e-001	-1.985372e+000	-3.844922e-003	-2.000000e+000	-5.391363e-004
5.488716057142140e-001	-1.986921e+000	-2.187878e-003	-2.000000e+000	-5.445336e-004
5.497287485713568e-001	-1.988470e+000	-5.868366e-004	-2.000000e+000	-5.471627e-004
5.505858914284995e-001	-1.990018e+000	9.582014e-004	-2.000000e+000	-5.470239e-004
5.514430342856422e-001	-1.991565e+000	2.447236e-003	-2.000000e+000	-5.441170e-004
5.523001771427850e-001	-1.993111e+000	3.880268e-003	-2.000000e+000	-5.384420e-004
5.531573199999278e-001	-1.994657e+000	5.257297e-003	-2.000000e+000	-5.299990e-004
5.543573199999277e-001	-1.996748e+000	7.039801e-003	-2.000000e+000	-5.145984e-004
5.555573199999275e-001	-1.998768e+000	8.666789e-003	-2.000000e+000	-4.949343e-004
5.563573199999274e-001	-2.000068e+000	9.660883e-003	-2.000000e+000	-4.796528e-004
5.575573199999273e-001	-2.001936e+000	1.101129e-002	-2.000000e+000	-4.537797e-004
5.587573199999272e-001	-2.003694e+000	1.218855e-002	-2.000000e+000	-4.247464e-004
5.599573199999270e-001	-2.005330e+000	1.318963e-002	-2.000000e+000	-3.929899e-004
5.611573199999269e-001	-2.006834e+000	1.401337e-002	-2.000000e+000	-3.589524e-004
5.623573199999268e-001	-2.008199e+000	1.466040e-002	-2.000000e+000	-3.230767e-004
5.635573199999266e-001	-2.009417e+000	1.513302e-002	-2.000000e+000	-2.858022e-004
5.643573199999266e-001	-2.010146e+000	1.534762e-002	-2.000000e+000	-2.600966e-004
5.651573199999265e-001	-2.010806e+000	1.549316e-002	-2.000000e+000	-2.343819e-004
5.659573199999264e-001	-2.011396e+000	1.556964e-002	-2.000000e+000	-2.086582e-004
5.667573199999263e-001	-2.011919e+000	1.557705e-002	-2.000000e+000	-1.829254e-004
5.675573199999262e-001	-2.012372e+000	1.551539e-002	-2.000000e+000	-1.571835e-004
5.683573199999261e-001	-2.012756e+000	1.538468e-002	-2.000000e+000	-1.314326e-004
5.691573199999260e-001	-2.013071e+000	1.518489e-002	-2.000000e+000	-1.056727e-004
5.703573199999259e-001	-2.013419e+000	1.478264e-002	-2.000000e+000	-6.818899e-005
5.711573199999258e-001	-2.013568e+000	1.444467e-002	-2.000000e+000	-4.382721e-005
5.715573199999258e-001	-2.013619e+000	1.425596e-002	-2.000000e+000	-3.186859e-005
5.719573199999257e-001	-2.013653e+000	1.405467e-002	-2.000000e+000	-2.007247e-005
5.723573199999257e-001	-2.013672e+000	1.384122e-002	-2.000000e+000	-8.449170e-006
5.727573199999256e-001	-2.013676e+000	1.361604e-002	-2.000000e+000	2.991356e-006
5.731573199999256e-001	-2.013664e+000	1.337959e-002	-2.000000e+000	1.423953e-005
5.735573199999255e-001	-2.013638e+000	1.313231e-002	-2.000000e+000	2.528614e-005
5.739573199999255e-001	-2.013597e+000	1.287465e-002	-2.000000e+000	3.612234e-005
5.747573199999254e-001	-2.013473e+000	1.233000e-002	-2.000000e+000	5.713009e-005
5.755573199999253e-001	-2.013293e+000	1.174934e-002	-2.000000e+000	7.719966e-005
5.763573199999252e-001	-2.013062e+000	1.113639e-002	-2.000000e+000	9.627413e-005
5.771573199999251e-001	-2.012781e+000	1.049487e-002	-2.000000e+000	1.143028e-004
5.783573199999250e-001	-2.012273e+000	9.487206e-003	-2.000000e+000	1.392892e-004
5.795573199999249e-001	-2.011670e+000	8.436234e-003	-2.000000e+000	1.617000e-004
5.807573199999248e-001	-2.010983e+000	7.354300e-003	-2.000000e+000	1.814424e-004
5.819573199999246e-001	-2.010223e+000	6.253460e-003	-2.000000e+000	1.984540e-004
5.831573199999245e-001	-2.009399e+000	5.145360e-003	-2.000000e+000	2.127023e-004
5.843573199999244e-001	-2.008525e+000	4.041154e-003	-2.000000e+000	2.241832e-004
5.855573199999242e-001	-2.007610e+000	2.951410e-003	-2.000000e+000	2.329197e-004
5.865858914284955e-001	-2.006786e+000	2.024604e-003	-2.000000e+000	2.380778e-004
5.876144628570669e-001	-2.005963e+000	1.133742e-003	-2.000000e+000	2.414727e-004
5.886430342856381e-001	-2.005141e+000	2.788265e-004	-2.000000e+000	2.431043e-004
5.896716057142095e-001	-2.004319e+000	-5.401438e-004	-2.000000e+000	2.429726e-004
5.907001771427808e-001	-2.003498e+000	-1.323169e-003	-2.000000e+000	2.410777e-004
5.917287485713522e-001	-2.002678e+000	-2.070248e-003	-2.000000e+000	2.374195e-004
5.927573199999234e-001	-2.001859e+000	-2.781382e-003	-2.000000e+000	2.319980e-004
5.937655085713408e-001	-2.001081e+000	-3.423024e-003	-2.000000e+000	2.251946e-004
5.947736971427583e-001	-2.000336e+000	-4.011234e-003	-2.000000e+000	2.173809e-004
5.957818857141757e-001	-1.999625e+000	-4.546013e-003	-2.000000e+000	2.085571e-004
5.967900742855931e-001	-1.998947e+000	-5.027359e-003	-2.000000e+000	1.987230e-004
5.977982628570104e-001	-1.998302e+000	-5.455273e-003	-2.000000e+000	1.878788e-004
5.988064514284279e-001	-1.997691e+000	-5.829755e-003	-2.000000e+000	1.760243e-004
5.998146399998453e-001	-1.997112e+000	-6.150804e-003	-2.000000e+000	1.631597e-004
5.999146399998453e-001	-1.997058e+000	-6.179329e-003	-2.000000e+000	1.618757e-004
6.000000000000000e-001	-1.997012e+000	-6.203327e-003	-2.000000e+000	1.607759e-004
